"sn","index","provider","search_key","desc","game_info_xhr_url","init_xhr_url","spin_xhr_url","game_name_path","game_id_path","game_version_path","spin_data_path","main_host","id_url_index","host","data_tree"
1,1,"PGSOFT","pgs001","Pocket Game Soft","https://api.pgsoft-games.com/web-api/auth/*","https://api.pgsoft-games.com/game-api/?<gameName>/?<version>/gameinfo/*""","https://api.pgsoft-games.com/game-api/?<gameName>/?<version>/spin?*","dt.geu.split('/')[1]","dt.gm[0].gid","dt.gcv","dt.si","https://m.pgsoft-games.com",3,"[""https://m.pgsoft-games.com"", ""http://m.pgsoft-games.com"", ""https://m.f6kyf.com"", ""https://pocketgaming.kampungmama.com"", ""https://m.8lyyu1vb4.com"", ""https://m.eajzzxhro.com""]","{""aw"": ""INT"", ""bl"": ""FLOAT"", ""cs"": ""FLOAT"", ""fb"": ""JSONB"", ""fs"": ""JSONB"", ""ge"": ""JSONB"", ""iw"": ""INT"", ""lw"": ""JSONB"", ""ml"": ""INT"", ""mr"": ""INT"", ""np"": ""INT"", ""pf"": ""INT"", ""rl"": ""JSONB"", ""sn"": ""SERIAL PRIMARY KEY"", ""st"": ""INT"", ""tb"": ""INT"", ""tw"": ""INT"", ""wk"": ""VARCHAR(4096)"", ""wp"": ""INT"", ""wt"": ""VARCHAR(4096)"", ""blb"": ""FLOAT"", ""cpf"": ""JSONB"", ""ctw"": ""INT"", ""cwc"": ""INT"", ""gwt"": ""INT"", ""iff"": ""BOOL"", ""ift"": ""BOOL"", ""imw"": ""BOOL"", ""nst"": ""INT"", ""ocr"": ""INT"", ""orl"": ""JSONB"", ""pmt"": ""INT"", ""sid"": ""VARCHAR(4096)"", ""tbb"": ""INT"", ""wbn"": ""INT"", ""wfg"": ""INT"", ""wid"": ""INT"", ""blab"": ""FLOAT"", ""cptw"": ""INT"", ""crtw"": ""INT"", ""fstc"": ""JSONB"", ""pcwc"": ""INT"", ""psid"": ""VARCHAR(4096)"", ""rwsp"": ""JSONB"", ""hashr"": ""VARCHAR(4096)"", ""index"": ""INT NOT NULL"", ""dump_seed"": ""VARCHAR(4096)"", ""game_name"": ""VARCHAR(4096)"", ""timestamp"": ""TIMESTAMP DEFAULT CURRENT_TIMESTAMP"", ""full_state"": ""JSONB""}"
